订单号,动作,起始经度,起始纬度,取单号,商家经度,商家纬度,商家距离,理论取单时间,取单可取时间,取单承诺送达时间,送单号,客户经度,客户纬度,客户距离,理论送单时间,送单可取时间,送单承诺送达时间,骑手ID,波次,当前已取单数,骑手等级,骑手速度,最大负荷量,日期
2100076201040479406,PICKUP,121.54388999999999,39.151358,2100076204082005166,121.535347,39.133213,1.0,1583208367,1583208653,1583210211,2100076199375603271,121.530194,39.127621000000005,1127.0,1583208574,1583207805,1583210502,10094682,1,6,3,5.425753442950828,10,20200303
2100076225508770902,PICKUP,121.418426,39.204365,2100076223336154494,121.426621,39.198751,411.0,1583221917,1583222263,1583223462,2100076223980012630,121.42151399999999,39.200731,900.0,1583222005,1583222249,1583223567,10098837,1,2,2,5.580437361824031,15,20200303
2100076237084689988,PICKUP,121.42842900000001,39.197168,2100076240796419454,121.426624,39.198751,508.0,1583230011,1583230082,1583232061,2100076238971307094,121.447654,39.201341,2343.0,1583230339,1583229454,1583231611,10098837,3,2,2,5.580437361824031,15,20200303
2100076235844420760,DELIVERY,121.41645,39.260513,2100076239554348046,121.402702,39.261261,773.0,1583229455,1583229546,1583231269,2100076236272894990,121.396474,39.262031,1.0,1583229327,1583228910,1583229869,10100267,1,1,3,6.003997377801977,9,20200303
2100076202929194865,PICKUP,121.224189,39.118426,2100076206028457841,121.23888500000001,39.122085,1.0,1583208874,1583208949,1583210085,2100076202833872866,121.24108400000001,39.123181,359.0,1583208936,1583208429,1583209685,10102738,1,3,3,5.704536249341809,8,20200303
2100076247365289770,PICKUP,121.223437,39.129054,2100076248448370197,121.237334,39.122533000000004,231.0,1583233696,1583234040,1583235297,2100076247365289770,121.23815400000001,39.120831,950.0,1583233822,1583233808,1583235000,10102738,3,1,3,5.704536249341809,8,20200303
2100076200037287347,PICKUP,121.453756,38.994103,2100076199429506721,121.440083,38.973213,1697.0,1583208144,1583207767,1583210042,2100076200037287347,121.437404,38.972431,1602.0,1583208128,1583208013,1583208973,10112683,1,1,3,6.094331165455836,10,20200303
2100076188364670588,PICKUP,121.428224,39.197599,2100076184050337195,121.42819399999999,39.196811,295.0,1583205343,1583204081,1583206200,2100076188364670588,121.429824,39.206790999999996,1419.0,1583205533,1583206788,1583211600,10120267,1,2,3,5.92851748586752,13,20200303
2100076211742443132,PICKUP,121.42820900000001,39.197022,2100076211130074309,121.42661499999998,39.197646999999996,681.0,1583212410,1583212780,1583213557,2100076212413105214,121.423224,39.201871000000004,1248.0,1583212506,1583212388,1583213467,10120267,3,2,3,5.92851748586752,13,20200303
2100076181110982070,PICKUP,121.68777800000001,39.140833,2100076180251706806,121.687477,39.14079,1.0,1583196186,1583196599,1583199900,2100076178158519734,121.710314,39.142121,2382.0,1583196605,1583195641,1583198100,10126649,1,2,1,5.683399461460378,3,20200303
2100076187288012214,PICKUP,121.68748400000001,39.140752,2100076189150217654,121.687477,39.14079,1.0,1583204219,1583205238,1583207100,2100076187288012214,121.69353400000001,39.137051,1874.0,1583204548,1583203709,1583206200,10126649,3,2,1,5.683399461460378,3,20200303
2100076212942734774,PICKUP,121.687789,39.140749,2100076211933676982,121.687477,39.14079,1.0,1583212161,1583212076,1583214300,2100076210363532726,121.701954,39.144681,2149.0,1583212539,1583210969,1583213400,10126649,5,2,1,5.683399461460378,3,20200303
2100076223441012150,PICKUP,121.687697,39.140813,0,0.0,0.0,0.0,0,0,0,2100076219774469558,121.71408400000001,39.145561,2674.0,1583220186,1583219165,1583221500,10126649,7,3,1,5.683399461460378,3,20200303
2100076232226440630,PICKUP,121.687874,39.140783,2100076232662484406,121.687477,39.14079,1.0,1583229473,1583227989,1583231400,2100076232226440630,121.665244,39.133511,3149.0,1583230027,1583227804,1583231400,10126649,9,2,1,5.683399461460378,3,20200303
2100076234618307911,PICKUP,121.60247700000001,39.133877000000005,2100076235529717063,121.594353,39.13361,1.0,1583228793,1583227975,1583230134,2100076234618307911,121.58445400000001,39.144841,2114.0,1583229204,1583228174,1583229973,10127695,1,2,3,5.140163946457406,7,20200303
2100076190922441740,PICKUP,121.42856699999999,39.196725,2100076188495841165,121.427655,39.196978,778.0,1583206074,1583205248,1583208000,2100076190922441740,121.42350400000001,39.184731,2572.0,1583206507,1583206098,1583207297,10138087,1,1,3,4.147864948809477,12,20200303
2100076190517724477,DELIVERY,121.456368,39.210754,2100076190547838844,121.44453,39.211163,920.0,1583205633,1583205465,1583206784,0,0.0,0.0,0.0,0,0,0,10148788,1,0,1,5.777461659781835,6,20200303
2100076202379085668,DELIVERY,121.57463,39.09633,2100076208640132443,121.58161899999999,39.109518,572.0,1583209341,1583209831,1583210910,0,0.0,0.0,0.0,0,0,0,10183941,1,0,3,5.3393084105133495,9,20200303
2100076247069689848,PICKUP,121.577471,39.109449,2100076247717086297,121.57980800000001,39.110878,457.0,1583233155,1583233234,1583234853,2100076247009166998,121.58105400000001,39.115371,1037.0,1583233264,1583232617,1583234651,10183941,3,2,3,5.3393084105133495,9,20200303
2100076183301228303,PICKUP,121.440106,39.102171999999996,2100076184099686239,121.43033799999999,39.102292999999996,723.0,1583200307,1583200333,1583202099,2100076183301228303,121.44139399999999,39.103551,1879.0,1583200534,1583200146,1583201406,10185816,1,1,3,5.103196440892383,11,20200303
2100076190789306050,DELIVERY,121.455701,39.105962,2100076194898183170,121.43595400000001,39.10877,65.0,1583205615,1583206174,1583207851,0,0.0,0.0,0.0,0,0,0,10185816,3,0,3,5.103196440892383,11,20200303
2100076194489468341,PICKUP,121.42870900000001,39.196509000000006,2100076194797945900,121.428403,39.196135,1.0,1583206340,1583206491,1583208345,2100076193559381818,121.42531399999999,39.184591,2094.0,1583206743,1583206531,1583207948,10194640,1,2,3,5.192715804093235,10,20200303
2100076256617531184,PICKUP,121.42828200000001,39.196395,2100076255699731898,121.42951399999998,39.195510999999996,670.0,1583241068,1583241289,1583242788,2100076256617531184,121.425444,39.184011,2757.0,1583241469,1583240599,1583241972,10194640,11,1,3,5.192715804093235,10,20200303
2100076239097234869,DELIVERY,121.466774,39.095083,2100076233655879264,121.483741,39.093562,381.0,1583231637,1583228232,1583233200,0,0.0,0.0,0.0,0,0,0,10199051,3,0,3,4.897530952887342,11,20200303
2100076217002919632,PICKUP,121.590896,39.111499,2100076210618959483,121.587112,39.111955,33.0,1583216031,1583211486,1583217900,2100076217002919632,121.582214,39.110171,765.0,1583216163,1583216257,1583217152,10219599,3,1,3,5.578618482978675,8,20200303
2100076234598811147,DELIVERY,121.591121,39.1113,2100076236650579870,121.591881,39.115269,482.0,1583228342,1583228557,1583230297,2100076234378708737,121.590074,39.114340999999996,114.0,1583228276,1583228335,1583229174,10219599,5,1,3,5.578618482978675,8,20200303
2100076209775740663,PICKUP,121.528603,39.20687,2100076209557014209,121.530076,39.187499,1387.0,1583210846,1583211035,1583212109,2100076210636555632,121.530374,39.185071,1728.0,1583210912,1583210659,1583211858,10277311,1,2,2,5.1621477705018775,5,20200303
2100076205135201630,PICKUP,121.451774,39.175489,2100076203172988377,121.454999,39.182328999999996,287.0,1583208990,1583208885,1583210323,2100076203557586270,121.455424,39.181471,389.0,1583209009,1583208763,1583209662,10282135,1,2,3,5.401205968623704,10,20200303
2100076233031812255,PICKUP,121.539717,39.211628000000005,2100076235551278218,121.545345,39.207985,116.0,1583228102,1583227384,1583228523,2100076233031812255,121.535454,39.209621000000006,1522.0,1583228376,1583226777,1583228447,10282591,1,2,3,5.133151131516574,9,20200303
2100076241295246973,PICKUP,121.45433700000001,39.10872,2100076241835362127,121.45496000000001,39.119696000000005,741.0,1583231163,1583231227,1583232056,2100076241295246973,121.45213400000002,39.114871,878.0,1583231188,1583231395,1583232474,10289729,1,1,1,5.507413819113718,10,20200303
2100076193919468994,PICKUP,121.752684,39.143143,2100076177085695637,121.748507,39.144994,818.0,1583207299,1583198304,1583208000,2100076193919468994,121.74953400000001,39.145441,813.0,1583207298,1583206330,1583207659,10293468,1,1,3,6.024677981576098,6,20200303
2100076225707837077,PICKUP,121.75238799999998,39.140863,2100076224892700309,121.748507,39.144994,1.0,1583221665,1583222211,1583223590,2100076223910511761,121.757434,39.147871,1522.0,1583221917,1583220552,1583222628,10293468,5,2,3,6.024677981576098,6,20200303
2100076193799275957,PICKUP,121.43024799999999,39.196861,2100076196331456339,121.428734,39.196172999999995,32.0,1583207446,1583206953,1583208572,2100076196976002874,121.42196399999999,39.199591,972.0,1583207623,1583207032,1583208086,10294613,1,3,3,5.338038004472442,10,20200303
2100076193150830392,PICKUP,121.53192299999999,39.2508,2100076197367514228,121.532284,39.250881,75.0,1583206857,1583206982,1583208479,2100076186916848842,121.52861399999999,39.263341,1673.0,1583207153,1583204931,1583208000,10298963,1,5,3,5.40984688641899,9,20200303
2100076230474302782,PICKUP,121.51664299999999,39.251961,2100076232556840339,121.532471,39.250871999999994,93.0,1583226426,1583226198,1583228050,2100076232903362457,121.528654,39.258041,891.0,1583226573,1583226473,1583227670,10298963,3,2,3,5.40984688641899,9,20200303
2100076213226931967,DELIVERY,121.43337199999999,39.184166999999995,2100076211638208286,121.43388600000002,39.188024,647.0,1583211900,1583212008,1583213986,0,0.0,0.0,0.0,0,0,0,10303432,1,0,2,5.222013231888115,9,20200303
2100076194341586335,PICKUP,121.50166399999999,39.180983000000005,2100076197148886361,121.49353,39.181367,183.0,1583206741,1583207270,1583208764,2100076193160299871,121.49466399999999,39.175471,727.0,1583206847,1583206263,1583207522,10304094,1,3,2,5.129541561338479,5,20200303
2100076231987595244,DELIVERY,121.50531699999999,39.189318,2100076230795659119,121.500584,39.18143,472.0,1583226149,1583226636,1583227899,0,0.0,0.0,0.0,0,0,0,10304094,3,0,2,5.129541561338479,5,20200303
2100076240480241139,PICKUP,121.54888700000001,39.083742,2100076240901932146,121.535273,39.085101,561.0,1583230701,1583230319,1583232234,2100076240480241139,121.54408400000001,39.064471000000005,3211.0,1583231157,1583230781,1583232580,10305435,1,1,1,5.8157440435468315,7,20200303
2100076201439724963,PICKUP,121.53039299999999,39.083257,2100076201128723570,121.535273,39.085101,477.0,1583208273,1583207573,1583209250,2100076201439724963,121.53546399999999,39.084191,392.0,1583208258,1583208008,1583208847,10306647,1,2,2,5.725872161472478,7,20200303
2100076205783975164,PICKUP,121.70796000000001,39.266760999999995,2100076203371038533,121.709092,39.257833000000005,577.0,1583209156,1583211230,1583212729,2100076205783975164,121.70591399999999,39.266490999999995,1678.0,1583209358,1583209020,1583210151,10311341,1,1,3,5.4369252065601525,10,20200303
2100076205783778790,PICKUP,121.48485500000001,39.164513,2100076203237213236,121.484145,39.162054,568.0,1583209009,1583208975,1583210534,2100076205557155302,121.49284399999999,39.154481,1920.0,1583209276,1583209773,1583211873,10312874,1,2,2,5.077458139914585,11,20200303
2100076191558928306,PICKUP,121.52120900000001,39.186442,2100076193206830672,121.52393400000001,39.183741999999995,123.0,1583206762,1583206478,1583208033,2100076191558928306,121.528444,39.188401,1217.0,1583206975,1583206327,1583208486,10313234,1,1,2,5.113761811324031,8,20200303
2100076191769790063,PICKUP,121.708774,39.264872,2100076188549449662,121.70488300000001,39.2641,384.0,1583205174,1583205716,1583207036,2100076191769790063,121.687804,39.278090999999996,3882.0,1583205773,1583205970,1583207829,10321101,1,2,3,5.841167142005607,9,20200303
2100076198136317148,PICKUP,121.558904,39.174345,2100076196888086224,121.553067,39.175278999999996,607.0,1583208172,1583207096,1583209494,2100076198136317148,121.550674,39.168341,1790.0,1583208404,1583207607,1583208984,10322363,1,2,3,5.1126646598918315,9,20200303
2100076223436129953,PICKUP,121.55731000000002,39.178823,2100076223148328609,121.556844,39.178740999999995,1.0,1583220565,1583220713,1583227913,2100076225034978977,121.539414,39.179871,1871.0,1583220930,1583220893,1583228273,10322363,3,2,3,5.1126646598918315,9,20200303
2100076235257480865,PICKUP,121.557351,39.178804,2100076232781497799,121.55168,39.176902,662.0,1583227279,1583227572,1583228891,2100076235257480865,121.557414,39.156671,2934.0,1583227723,1583227668,1583235048,10322363,5,2,3,5.1126646598918315,9,20200303
2100076182488614613,PICKUP,121.484779,39.171917,2100076182488647381,121.503243,39.198017,10.0,1583199187,1583198936,1583201700,2100076183130375893,121.486144,39.180321,4607.0,1583200042,1583198097,1583201700,10328045,1,3,3,5.379211158614459,13,20200303
2100076245462681179,PICKUP,121.45268999999999,39.300903000000005,2100076243691898729,121.47916699999999,39.298674,734.0,1583232920,1583232525,1583234624,2100076245731640923,121.473724,39.291641,1532.0,1583233047,1583232904,1583234284,10330725,3,2,3,6.291022996738741,8,20200303
2100076201402795314,DELIVERY,121.54319199999999,39.079103,2100076202652763442,121.560051,39.075233000000004,1634.0,1583209749,1583208976,1583211549,0,0.0,0.0,0.0,0,0,0,10335674,1,0,3,5.435362666082578,10,20200303
2100076221787703087,PICKUP,121.537477,39.071155,2100076225331234607,121.527748,39.058415000000004,1.0,1583222939,1583223405,1583224544,2100076221787703087,121.54159399999999,39.053831,1785.0,1583223267,1583219108,1583224200,10335674,3,1,3,5.435362666082578,10,20200303
2100076236324537732,DELIVERY,121.575972,39.075904,2100076240095347945,121.55175600000001,39.070266,366.0,1583229354,1583229737,1583231836,0,0.0,0.0,0.0,0,0,0,10335674,5,0,3,5.435362666082578,10,20200303
2100076230875219389,DELIVERY,121.484569,39.164495,2100076234949559463,121.48501399999999,39.158351,870.0,1583227337,1583227780,1583229159,2100076233041413565,121.490604,39.160211,452.0,1583227250,1583227374,1583228423,10344320,3,1,2,4.796613633212124,6,20200303
2100076187118438324,DELIVERY,121.55758999999999,39.178846,2100076188065531161,121.55256399999999,39.172208000000005,1272.0,1583203463,1583204527,1583205108,2100076174814709409,121.553614,39.169361,1246.0,1583203458,1583162453,1583204400,10354617,1,1,2,5.703436265951346,5,20200303
2100076205289637537,PICKUP,121.562301,39.175957000000004,2100076207146632865,121.556844,39.178740999999995,1.0,1583210729,1583210215,1583217775,2100076205289637537,121.552334,39.179301,593.0,1583210832,1583209615,1583216995,10354617,3,2,2,5.703436265951346,5,20200303
2100076234403906743,DELIVERY,121.55749399999999,39.178756,2100076220980266657,121.556844,39.178740999999995,1540.0,1583229022,1583219714,1583231400,0,0.0,0.0,0.0,0,0,0,10354617,5,0,2,5.703436265951346,5,20200303
2100076238288192764,PICKUP,121.31365600000001,39.125599,2100076238121305340,121.314067,39.12592,1.0,1583229933,1583229765,1583231083,2100076238954038524,121.317704,39.117081,1539.0,1583230198,1583229461,1583230839,10361752,5,3,3,5.789549622616365,9,20200303
2100076203680138961,DELIVERY,121.580229,39.115026,2100076203284399617,121.578677,39.109314000000005,1708.0,1583209212,1583209286,1583211144,0,0.0,0.0,0.0,0,0,0,10364589,3,0,3,5.651703247907956,8,20200303
2100076191136580822,PICKUP,121.711568,39.142757,2100076199130236883,121.71135600000001,39.142327,37.0,1583207926,1583207634,1583208950,2100076191136580822,121.716024,39.149721,1167.0,1583208122,1583205787,1583209021,10365330,1,1,3,5.7606579453305615,8,20200303
2100076212206536034,PICKUP,121.712443,39.143224,2100076212211451276,121.71015200000001,39.143896000000005,750.0,1583213415,1583213195,1583214451,2100076212206536034,121.72823400000001,39.144991,2377.0,1583213697,1583213331,1583214465,10365330,3,2,3,5.7606579453305615,8,20200303
2100076236183700487,PICKUP,121.703051,39.149208,2100076235462935552,121.704509,39.132836,1331.0,1583228553,1583228976,1583236176,2100076236183700487,121.69439399999999,39.133821000000005,1989.0,1583228667,1583228021,1583230000,10365330,5,2,3,5.7606579453305615,8,20200303
2100076203670898545,DELIVERY,121.46081699999999,39.175959000000006,2100076206216119339,121.48016799999999,39.184866,2506.0,1583209910,1583209818,1583210778,0,0.0,0.0,0.0,0,0,0,10386183,3,0,3,5.616322226485907,12,20200303
2100076196574332660,DELIVERY,121.486049,39.157222999999995,2100076200037090879,121.48418999999998,39.165002,908.0,1583207439,1583207835,1583208975,2100076197266589501,121.479964,39.169340999999996,247.0,1583207305,1583206648,1583208207,10392452,1,1,3,4.9293074599229385,9,20200303
2100076207060714982,DELIVERY,121.47771100000001,39.163497,0,0.0,0.0,0.0,0,0,0,2100076204889966054,121.477934,39.158131,1.0,1583210277,1583209375,1583211895,10392466,3,6,3,5.000318547338273,9,20200303
2100076210048992393,PICKUP,121.48149099999999,39.154269,2100076224046728358,121.485693,39.161903,151.0,1583219784,1583220088,1583221221,2100076210048992393,121.48979399999999,39.150271000000004,1735.0,1583220100,1583211860,1583221500,10392466,5,2,3,5.000318547338273,9,20200303
2100076209627072506,PICKUP,121.57456699999999,39.100238,2100076210028906490,121.57554499999999,39.103083000000005,1.0,1583211529,1583211492,1583218692,2100076209627072506,121.57766399999998,39.097301,1530.0,1583211828,1583210650,1583218030,10401287,1,1,3,5.114505396647718,8,20200303
2100076246532786170,PICKUP,121.57526999999999,39.103651,2100076248640686074,121.57554499999999,39.103083000000005,1.0,1583233483,1583236484,1583241296,2100076246532786170,121.58771399999999,39.097061,1871.0,1583233848,1583233394,1583240954,10401287,7,1,3,5.114505396647718,8,20200303
2100076183718364191,DELIVERY,121.43592199999999,39.183246000000004,2100076191446271887,121.448012,39.170171999999994,1375.0,1583204985,1583208173,1583208891,0,0.0,0.0,0.0,0,0,0,10404691,1,0,3,5.408687259072289,8,20200303
2100076195219965491,PICKUP,121.75286899999999,39.123512,2100076193939720101,121.75571000000001,39.122911,192.0,1583206467,1583205838,1583208169,2100076195219965491,121.755994,39.133231,1582.0,1583206693,1583205847,1583207100,10413087,1,3,3,6.155250133301932,8,20200303
2100076210222499470,PICKUP,121.449525,39.283423,2100076212340688526,121.418006,39.299553,1.0,1583212499,1583211379,1583214363,2100076210222499470,121.427154,39.297961,1196.0,1583212692,1583211388,1583213976,10416907,1,1,3,6.166070478292791,7,20200303
2100076240881550911,PICKUP,121.48446200000001,39.1646,2100076241746396405,121.481241,39.154227,1350.0,1583230696,1583231001,1583232075,2100076240881550911,121.48141399999999,39.139611,3495.0,1583231110,1583230396,1583232016,10417888,3,2,2,5.172306030561397,7,20200303
2100076197683463568,PICKUP,121.63093400000001,39.142142,0,0.0,0.0,0.0,0,0,0,2100076196316120106,121.61243400000001,39.138481,2103.0,1583208331,1583207425,1583208827,10429491,1,5,3,5.774403137496438,12,20200303
2100076228923524466,PICKUP,121.60261499999999,39.201793,2100076227953198450,121.60403400000001,39.187401,1.0,1583224493,1583224759,1583226016,2100076228923524466,121.608574,39.179091,1309.0,1583224738,1583224581,1583225778,10443328,3,2,3,5.32295783018037,12,20200303
2100076247438951498,PICKUP,121.602364,39.201857000000004,2100076248389157938,121.593772,39.197886,1218.0,1583233430,1583234082,1583235340,2100076247438951498,121.597774,39.207190999999995,1145.0,1583233417,1583233520,1583234539,10443328,5,1,3,5.32295783018037,12,20200303
2100076195204597273,PICKUP,121.55227,39.142339,2100076197513987298,121.54991399999999,39.150209000000004,1.0,1583206968,1583206739,1583208046,2100076195204597273,121.537624,39.141591,2497.0,1583207416,1583206364,1583207802,10449032,1,1,2,5.5662511311264335,10,20200303
2100076182299804777,DELIVERY,121.756115,39.107129,2100076186690160582,121.75460700000001,39.114872999999996,1356.0,1583202689,1583205603,1583206321,2100076185385928609,121.75161399999999,39.118681,749.0,1583202570,1583202283,1583203500,10459881,1,1,3,5.130627791109075,9,20200303
2100076249980667339,DELIVERY,121.736106,39.109912,2100076249535972944,121.748616,39.104502000000004,1215.0,1583235270,1583235511,1583236950,2100076248240096668,121.754754,39.098341,206.0,1583235074,1583234495,1583235483,10459881,7,1,3,5.130627791109075,9,20200303
2100076241616372840,PICKUP,121.590267,39.096307,2100076240363128196,121.57546299999998,39.091983,466.0,1583231408,1583231652,1583232968,2100076241616372840,121.579774,39.080791,2981.0,1583231852,1583231516,1583233136,10469547,5,2,2,5.660888241842318,5,20200303
2100076197878465682,PICKUP,121.52508799999998,39.291942,2100076199341459067,121.522544,39.292503,847.0,1583207356,1583207263,1583208990,2100076197878465682,121.52902399999999,39.299761,1316.0,1583207433,1583206725,1583208162,10470630,1,1,3,6.140077272209463,9,20200303
2100076247446095672,DELIVERY,121.54999099999999,39.289083000000005,2100076248255366859,121.551172,39.304095000000004,914.0,1583233685,1583235870,1583237430,2100076246238136120,121.55273400000002,39.300921,513.0,1583233620,1583233599,1583234678,10470630,5,1,3,6.140077272209463,9,20200303
2100076185676711531,PICKUP,121.540456,39.064315,2100076187377075819,121.54717600000001,39.067042,1.0,1583204045,1583203704,1583206224,2100076185676711531,121.56206399999999,39.060311,1991.0,1583204385,1583203703,1583206223,10477197,1,2,3,5.844219857689233,8,20200303
2100076248473961595,PICKUP,121.528608,39.277378000000006,2100076251056702962,121.54396399999999,39.266071000000004,3078.0,1583236298,1583236042,1583237662,2100076248473961595,121.541114,39.266241,3371.0,1583236350,1583233929,1583236409,10487413,1,1,2,5.6322282473203265,6,20200303
2100076197317903372,PICKUP,121.45468000000001,39.10621,2100076198862455820,121.42605900000001,39.103304,1.0,1583206699,1583206756,1583208314,2100076197317903372,121.428564,39.103781,278.0,1583206746,1583206685,1583207882,10488513,1,1,3,5.864607611500354,6,20200303
2100076239868659480,DELIVERY,121.454049,39.091008,2100076241405511409,121.451153,39.107096999999996,256.0,1583230169,1583230569,1583231888,2100076232727136144,121.438874,39.106231,1482.0,1583230378,1583228205,1583231400,10488513,7,1,3,5.864607611500354,6,20200303
2100076190220715553,DELIVERY,121.4861,39.318705,2100076197341431329,121.485046,39.324414000000004,1874.0,1583206637,1583207032,1583208651,2100076190585620437,121.477534,39.334561,225.0,1583206368,1583205586,1583206658,10491749,1,1,3,6.1306288327817215,7,20200303
2100076250247791804,PICKUP,121.522097,39.132709000000006,2100076249566021600,121.54640400000001,39.137916,54.0,1583235972,1583235909,1583237648,2100076250247791804,121.532854,39.132630999999996,1816.0,1583236292,1583236394,1583237772,10515102,3,1,2,5.511627285144992,9,20200303
2100076195725313791,PICKUP,121.63101699999999,39.137624,2100076196356064759,121.61803400000001,39.133931,115.0,1583206764,1583206573,1583207773,2100076194721596742,121.61048400000001,39.145861,2040.0,1583207123,1583206938,1583208675,10515576,1,2,1,5.3560691304880415,5,20200303
2100076243363824727,PICKUP,121.61744099999999,39.133814,2100076245031322711,121.609963,39.146198999999996,2.0,1583231755,1583231786,1583233346,2100076243719193682,121.630424,39.128941,3889.0,1583232481,1583230749,1583234057,10515576,5,2,1,5.3560691304880415,5,20200303
2100076217344984815,PICKUP,121.47715600000001,39.068397999999995,0,0.0,0.0,0.0,0,0,0,2100076216213079791,121.485464,39.081311,1722.0,1583215217,1583214271,1583215470,10518924,3,3,2,5.8669602608225935,7,20200303
2100076199472564052,DELIVERY,122.22483000000001,39.363243,2100076199020169084,122.236415,39.370591,1194.0,1583207345,1583207488,1583209201,0,0.0,0.0,0.0,0,0,0,10537433,1,0,3,4.820273487064863,9,20200303
2100076217060426983,DELIVERY,121.418798,39.260832,2100076218701645658,121.414475,39.270956,174.0,1583216627,1583217175,1583218434,0,0.0,0.0,0.0,0,0,0,10545647,1,0,2,4.202802070732351,10,20200303
2100076237239256922,PICKUP,121.418902,39.260762,2100076235438851109,121.41343799999999,39.270827000000004,158.0,1583228698,1583228543,1583230521,2100076236549915800,121.39229399999999,39.284811,3967.0,1583229604,1583228597,1583230635,10545647,3,2,2,4.202802070732351,10,20200303
2100076182716385147,DELIVERY,121.53079,39.158849,2100076184794630011,121.531093,39.142603,616.0,1583201851,1583201762,1583204102,2100076183359227771,121.521794,39.149761,1125.0,1583201948,1583201949,1583204049,10548486,1,2,3,5.246664904062135,9,20200303
2100076241339712823,DELIVERY,121.446373,39.205697,2100076244900021559,121.452423,39.210229,962.0,1583232160,1583232556,1583235256,0,0.0,0.0,0.0,0,0,0,10548799,1,0,3,5.372200513443649,7,20200303
2100076200639366222,PICKUP,121.45664199999999,39.194520000000004,2100076202768467022,121.45586100000001,39.194813,2.0,1583208284,1583208129,1583209328,2100076196773660408,121.450154,39.195001,766.0,1583208428,1583207193,1583208152,10566682,1,2,3,5.293119529719905,9,20200303
2100076209307092288,PICKUP,121.527707,39.277046999999996,2100076206917289280,121.528376,39.277139,1.0,1583210221,1583210061,1583211981,2100076176465921611,121.524804,39.271601000000004,875.0,1583210373,1583181501,1583211600,10572143,1,2,2,5.729973838091258,9,20200303
2100076227478292080,PICKUP,121.527717,39.27704,2100076229288331062,121.529279,39.277716,147.0,1583224137,1583224300,1583226506,2100076228733372016,121.52481399999999,39.287421,1664.0,1583224402,1583223247,1583225321,10572143,3,2,2,5.729973838091258,9,20200303
2100076244070434272,PICKUP,121.527403,39.274079,2100076245452851101,121.546223,39.265327,309.0,1583232508,1583232827,1583234266,2100076244070434272,121.542064,39.258441,1450.0,1583232708,1583232432,1583233571,10572143,5,2,2,5.729973838091258,9,20200303
2100076205593101758,PICKUP,121.526882,39.128797999999996,2100076203672503930,121.532829,39.116077000000004,155.0,1583209090,1583208936,1583211437,2100076205593101758,121.529894,39.110361,1092.0,1583209269,1583209085,1583210404,10572923,1,2,2,5.232046435929873,9,20200303
