courier_id,wave_index,tracking_id,weather_grade,pick_lng,pick_lat,deliver_lng,deliver_lat,create_time,confirm_time,assigned_time,promise_deliver_time,estimate_pick_time,aoi_id,shop_id
100069773,3,2100074552876500038,正常天气,121.546017,39.176396,121.557764,39.174551,1580529081,1580529082,1580529114,1580530941,1580529802,631e9c01c190fc1515b9fe3865abbb15,11d7f95ad50144a6d8d94587841384f3
100069773,3,2100074549915878583,正常天气,121.548697,39.185209,121.561364,39.167931,1580529117,1580529117,1580529175,1580532117,1580530017,63cc2f68b9c1b13715fe2c690baeac57,cad32ec2c48e29e1aa30ee36b6c4239e
100069773,3,2100074554603865535,正常天气,121.558366,39.173663,121.569334,39.171731,1580530936,1580530938,1580530974,1580533456,1580531778,48ee039537532a1033e9658d55b35273,a7bb441e5e16e96464259d8549926b29
100069773,3,2100074553787352249,正常天气,121.558245,39.173984,121.563384,39.177071,1580531104,1580531107,1580531154,1580533444,1580532187,5a894f50244536776452559bd357bd13,f776e79bfef1e964eb2022fb0b11aba0
100069773,3,2100074554769212601,正常天气,121.558245,39.173984,121.580614,39.162711,1580532548,1580532550,1580532594,1580535608,1580533630,8cb4b2d22536caa60f5b7baa02b3f4d3,f776e79bfef1e964eb2022fb0b11aba0
100069773,5,2100074579542771636,正常天气,121.553404,39.172511,121.570324,39.184171,1580556562,1580556565,1580556594,1580558722,1580557285,b311631932de7e6142f1c427ed1669ae,171ac65cbfa42d301caf0137fb92b0aa
100069773,5,2100074579285313137,正常天气,121.55254,39.179307,121.570414,39.183541,1580556604,1580556621,1580556654,1580558704,1580557521,69d944eb3441089459821320a0dc23fb,1d288fc42d625910bf29a48018cd50a7
100069773,6,2100074579639764153,正常天气,121.558245,39.173984,121.547994,39.182751,1580557945,1580557947,1580557974,1580560405,1580558967,bd7db7397f7d83052f829816ecc7f004,f776e79bfef1e964eb2022fb0b11aba0
100069773,6,2100074579377554761,正常天气,121.558576,39.174316,121.558504,39.175541,1580558265,1580558271,1580558274,1580560065,1580558931,f7a3f4ba8d698636cfbaea40a49802f0,392b25cc0c47699aa760823d52648698
100069773,6,2100074581465302647,正常天气,121.548679,39.186951,121.559564,39.175611,1580559032,1580559038,1580559114,1580561312,1580560118,7683d3f445d3e048fa913c8f94a654ed,8ef328bdfe47722a5d6c0d6033848ad7
100069773,7,2100074581731968420,正常天气,121.560229,39.177853,121.551544,39.178031,1580558509,1580558509,1580560854,1580562900,1580560009,8f19793b2671094e63a15ab883d50137,0f7f9f2fb2a5accd921eecf5325cbbab
100069773,7,2100074581184775588,正常天气,121.560229,39.177853,121.525464,39.180841,1580560455,1580560456,1580560494,1580563215,1580561176,e1d143004868fc61f42f424a0348f74d,0f7f9f2fb2a5accd921eecf5325cbbab
100069773,8,2100074582000666590,正常天气,121.563324,39.176174,121.536834,39.179141,1580566821,1580566822,1580566853,1580569101,1580567542,8f5544ed02306c0641169ff833050377,6feaaa22fc13200a05a7a03b9402f39d
100069773,8,2100074582977218462,正常天气,121.551971,39.179954,121.547274,39.181131,1580567620,1580567623,1580567813,1580570020,1580568883,bd7db7397f7d83052f829816ecc7f004,7bc8a0b3c55d3ba0b2a44baf3ac55354
100069773,8,2100074584476288926,正常天气,121.551971,39.179954,121.576784,39.172421,1580568197,1580568203,1580568593,1580571197,1580569283,ec8d3538be4ee50e41533a00c026974b,7bc8a0b3c55d3ba0b2a44baf3ac55354
100076651,1,2100074549941994927,正常天气,121.431559,39.189878,121.421644,39.182421,1580526636,1580526636,1580526694,1580528916,1580527236,456875dae153a5275f3022e5a1fd55a6,dc0b4bdc5c730714d63540742a8150b7
100076651,1,2100074550287763349,正常天气,121.421354,39.184668,121.414624,39.185641,1580527230,1580527231,1580527234,1580529270,1580528131,2188a1da2ac0229a7f979193658f1b5a,c810399e7f49d260ebd208f8811461a4
100076651,1,2100074550400976312,正常天气,121.409706,39.18548,121.401784,39.178031,1580528368,1580528373,1580528434,1580531008,1580528853,58026126513cf31a7df8d0eaa8ee53be,f5fb0605a343558f7b61689ed7ca5b83
100076651,2,2100074553624561200,正常天气,121.408435,39.190767,121.411704,39.169261,1580529239,1580529840,1580529874,1580532899,1580531280,7eaca0ebb8bc1694dd805801a975eea4,d3b31da76ce54a6903ccc2b3de7ea0d0
100076651,2,2100074552931484788,正常天气,121.408419,39.190927,121.411754,39.185881,1580529919,1580529920,1580529934,1580532079,1580531000,159c6eb64efcba9ca2b74e95b3a24240,1bc08a440a948c3cd9820fcbbe752804
100076651,3,2100074554449135318,正常天气,121.407815,39.191258,121.415964,39.191671,1580532882,1580532888,1580532934,1580534742,1580533968,e4a56818e5265933554809a174fec00a,24fb99844f18ed1c64c47b13e512d8ef
100076651,3,2100074557581493962,正常天气,121.407992,39.190503,121.417124,39.192871,1580534470,1580534471,1580534493,1580536510,1580535371,01795e3919026eaef2bfc225e19c65ce,9658b92c0480dda94b1125e2b25a6966
100076651,4,2100074552784717231,正常天气,121.431559,39.189878,121.404544,39.188141,1580530068,1580530069,1580537239,1580539500,1580531569,193eeaefedc89bda1246c4f578222c2d,dc0b4bdc5c730714d63540742a8150b7
100076651,4,2100074561396770334,正常天气,121.408154,39.191071,121.435664,39.187161,1580536594,1580536595,1580536653,1580539474,1580537495,e7f646a1a44a50a0da28b0f5d201c0dd,82c7274b60d083f5b8a1a9f1d35656c0
100076651,4,2100074561081542123,正常天气,121.408381,39.190885,121.415414,39.191671,1580536688,1580536689,1580536713,1580538668,1580537589,e4a56818e5265933554809a174fec00a,ba4fe99b92f3846dd5113fc0c08113a7
100076651,5,2100074563667920264,正常天气,121.408396,39.190114,121.418534,39.199221,1580541928,1580541929,1580541933,1580545948,1580543369,3a30be93eb45566a90f4e95ee72a089a,472b589f0b4a0a35eab06c01bfd2b90b
100076651,5,2100074565692556986,正常天气,121.408534,39.191241,121.415364,39.193321,1580542399,1580542412,1580542414,1580544499,1580543132,39e3f231e82983f629c42d1797ca9ec3,3892ef684a47497a83566344a790dd71
100076651,5,2100074566796937063,正常天气,121.40793,39.190661,121.441484,39.200831,1580544330,1580544452,1580544454,1580547390,1580545230,77932c555c708b2da551d853c4534b5b,b107643701e1e5e486c2b511fa8589ab
100076651,6,2100074567791183568,正常天气,121.408413,39.191178,121.426394,39.194391,1580546113,1580546114,1580546134,1580548633,1580546834,3a1430eddb8c25ca94fba2de9f4cb163,024b2213ff7261b832e7d5bb0b228fcd
100076651,6,2100074567507675041,正常天气,121.408351,39.190756,121.420224,39.199301,1580546173,1580546237,1580546253,1580548633,1580546957,1bd847ba37e71900a04a3de560eea274,0a4ff818a4814d444a3da52206991cde
100076651,6,2100074568487602081,正常天气,121.408351,39.190756,121.433544,39.198391,1580546703,1580546705,1580546733,1580549703,1580547425,ceb833cbc57b806a7444f800f70d3a10,0a4ff818a4814d444a3da52206991cde
100076651,7,2100074569535195050,正常天气,121.408094,39.190729,121.425284,39.180261,1580547820,1580547823,1580548054,1580551240,1580549263,b93c42dfd88403430211527eafd7e2ed,8c8e73216f0f0c85c2789c56c6ae7eb8
100076651,7,2100074570223355798,正常天气,121.414902,39.187186,121.431644,39.184281,1580548392,1580548393,1580548414,1580551092,1580549113,8817ba88be7a122fe7994e2e6aa2ac07,eab57f1765d01e903aa78c05de0cf1b1
100076651,7,2100074572263622123,正常天气,121.408381,39.190885,121.415304,39.190131,1580548773,1580548774,1580548834,1580551113,1580549494,19271b1628fda2248bf1a550fb159a83,ba4fe99b92f3846dd5113fc0c08113a7
10007871,0,2100074548854622111,正常天气,121.632547,39.141946,121.626144,39.140281,1580526951,1580526961,1580526975,1580529591,1580528221,81141ae62972bc11642cde98fd667df0,944b7864d46e8a1aece1319212c9ae88
10007871,0,2100074550065333539,正常天气,121.631219,39.141811,121.632084,39.146201,1580527756,1580527759,1580527814,1580530276,1580529019,b71df7214347524a0f5f0c79dfdf2f4e,88ac051764fe348382e6529948de8015
10007871,0,2100074550779577850,正常天气,121.631574,39.142231,121.635154,39.143561,1580528316,1580528319,1580528354,1580530236,1580529399,753c1911e8a294c5db901f8555faff0c,92ec52685bd511da262ee6f7a0adaa87
10007871,1,2100074553896437081,正常天气,121.631984,39.142532,121.624184,39.143921,1580529828,1580529831,1580529854,1580532048,1580530611,466d64b7a099bd6fd7bf7eebe8ad230c,c9746a9698f3e965d046a8b01a8c0c80
10007871,1,2100074554932692192,正常天气,121.626641,39.15032,121.636904,39.142721,1580530967,1580531092,1580531114,1580533667,1580532112,753c1911e8a294c5db901f8555faff0c,f3bb2a8b892c09522d83ffc2c304d0d8
10007871,1,2100074554118800474,正常天气,121.636701,39.141801,121.625424,39.147491,1580531618,1580531619,1580531654,1580533598,1580532339,0d109cc0999fa3a108c67cb748b1931f,1af41a72adbdb2abd7a2dab03e357bcf
10007871,1,2100074555638285402,正常天气,121.636701,39.141801,121.632134,39.142341,1580531663,1580531664,1580531715,1580533463,1580532384,898aef0932f6aaecda27aba8e9903991,1af41a72adbdb2abd7a2dab03e357bcf
10007871,2,2100074558214178419,正常天气,121.632454,39.14279,121.625644,39.152101,1580534355,1580534357,1580534414,1580537055,1580535617,bf49288eb197bc6b44fa0573acf8c74d,a02d5a7c7e7748bbc11e910ec0279989
10007871,2,2100074557959243707,正常天气,121.628392,39.151381,121.626454,39.166491,1580535207,1580535208,1580535314,1580537908,1580535928,d6aa83dd2eb57b948c7ae8315ee8b381,3e19a441a78e7d055464bf913d69082a
10007871,2,2100074557123134909,正常天气,121.624545,39.169412,121.621204,39.176881,1580535513,1580535514,1580536033,1580537793,1580536954,51ae01270114b24c78d7f0ae5cd11974,4206e38996fae4028a26d43b24f68d32
10007871,3,2100074564374693829,正常天气,121.629187,39.143572,121.637064,39.128301,1580540690,1580540691,1580540714,1580543210,1580541411,3c8c1c1ce394f0ce68e46e51842f7ea2,28969f2354e2bc0004e22217278efd5d
10007871,3,2100074564702438488,正常天气,121.633324,39.142031,121.637194,39.128051,1580541230,1580541236,1580541254,1580543990,1580542496,3c8c1c1ce394f0ce68e46e51842f7ea2,596270add8b23ebc597496570cdffe5d
10007871,4,2100074567949419959,正常天气,121.632666,39.141438,121.641784,39.140631,1580544174,1580544180,1580544194,1580546454,1580544900,8a60c22433f44cb0145ab50ee4febc42,a4080313741eb117d235bd3db5af418b
10007871,4,2100074565847746545,正常天气,121.631641,39.141797,121.643204,39.136801,1580544315,1580544315,1580544374,1580546715,1580545095,90e4d000d2c75459e2605ece27ec3ab7,ee5bfba8796b6beeed3329da7fb917a7
10007871,5,2100074569628321059,正常天气,121.631219,39.141811,121.631984,39.126941,1580546839,1580546850,1580546894,1580549719,1580548110,300803e51bf09739a016d77a8fc129f9,88ac051764fe348382e6529948de8015
10007871,5,2100074569076803304,正常天气,121.63071,39.143796,121.623284,39.126961,1580547096,1580547097,1580547134,1580550456,1580548177,4cafbabde0a7fcaaf012155c2104db50,8d792b135df8612423dc24ab2a3d3a82
10007871,6,2100074572379653210,正常天气,121.636701,39.141801,121.625764,39.126521,1580549448,1580549449,1580549475,1580552268,1580550169,3e8ab7fe637f0893e95a51b6454d3226,1af41a72adbdb2abd7a2dab03e357bcf
10007871,6,2100074572383159324,正常天气,121.632189,39.141811,121.628694,39.128631,1580549463,1580549464,1580549474,1580552643,1580550364,62653b44f060ce1b250dbb307d06ac24,e0b4245321d140d512d4cb51bf3f9537
10007871,6,2100074571697128538,正常天气,121.636701,39.141801,121.624324,39.127481,1580549736,1580549737,1580549774,1580552976,1580550337,ba01b30728104f9d8deb11dec011bc96,1af41a72adbdb2abd7a2dab03e357bcf
100084429,1,2100074536952137670,正常天气,121.282194,38.940251,121.290724,38.961201,1580482423,1580482424,1580533614,1580535900,1580483924,c289a79ab2ce11cd045262e0c89fcba9,c10651bb7fb46e14ed0641f32c10ac49
100084429,1,2100074553027135357,正常天气,121.283109,38.940121,121.294904,38.949801,1580531061,1580531062,1580531094,1580532861,1580531782,7decf0f7198de7eb3aaba586fba2e1c2,32bbf2e53bc4b885dc3be45e322acb8f
100084429,1,2100074555910555297,正常天气,121.294918,38.949215,121.282924,38.939431,1580531736,1580531747,1580531755,1580534376,1580533007,8e2704cb6d07302696bd710b7f526f99,6df96ed84f9f27e957f6b9f2758db7d8
100084429,1,2100074557522150948,正常天气,121.28295,38.9402,121.290724,38.961201,1580533734,1580533734,1580533794,1580536494,1580534634,e64eb7ddd3580a49e9b4437b2b40a6bb,b512111233651885ea8f35735f285e04
100084429,2,2100074563141862634,正常天气,121.25205,38.952624,121.265414,38.940551,1580540493,1580540501,1580540514,1580542593,1580541401,923cb82b26dc5d13770a546cba0df268,1de0dd0b3a6475620eef949fe7a42eeb
100084429,2,2100074563223619213,正常天气,121.269489,38.940504,121.294654,38.936191,1580541173,1580541175,1580541234,1580543813,1580542255,0795b3abd6356aa7c442defe08928659,43c59153b4fed4f8f7c1c08e901654c0
100084429,3,2100074563117319227,正常天气,121.295066,38.949105,121.293374,38.957641,1580539988,1580540011,1580546034,1580548500,1580541511,1d77095f55897b57544c654aa3d8e7ff,2e2d5dcdc14cd3e0cd057b82f3f8e42b
100084429,3,2100074567269615387,正常天气,121.29544,38.960338,121.300724,38.959321,1580546979,1580546981,1580546994,1580549259,1580546981,31a5ee0c087b34affd36fcccc64f931f,818436768632b00bf513187bdfc6f188
100084429,3,2100074569694315607,正常天气,121.304782,38.956486,121.303884,38.956731,1580547601,1580547602,1580547655,1580550182,1580548742,40d01a4d0b41ab859ca010a983f8cd04,bbf6121b778204253f9cf3ac47e7d91b
100084429,4,2100074570707175038,正常天气,121.302445,38.953496,121.282734,38.940071,1580548720,1580548725,1580548734,1580553040,1580552325,8e2704cb6d07302696bd710b7f526f99,43afa9aadf17fa0bef379fa1c7f95b4f
100084429,4,2100074571540858404,正常天气,121.28295,38.9402,121.294294,38.949061,1580549860,1580549860,1580549874,1580552440,1580550580,7decf0f7198de7eb3aaba586fba2e1c2,b512111233651885ea8f35735f285e04
100084429,5,2100074580225295512,正常天气,121.261441,38.953727,121.284734,38.940001,1580558542,1580558561,1580558574,1580561302,1580559461,8e2704cb6d07302696bd710b7f526f99,f8752e261e1ea66da393118ae95d7784
100084429,5,2100074580024591938,正常天气,121.283514,38.939945,121.300724,38.955501,1580558860,1580559168,1580559234,1580561740,1580560120,e373f7f7579fc86abd6e13de04a00df7,02c0fb50971c2b810569da3016c8f732
100084429,5,2100074581493449900,正常天气,121.285046,38.94015,121.306374,38.952581,1580559516,1580559517,1580559534,1580563056,1580560417,480c47963b717e2d319d05814ac2bd50,98122f432b0549ff457e85ee59e34496
10012191,0,2100074550191588813,正常天气,121.537556,39.192019,121.556504,39.191031,1580528163,1580528752,1580528810,1580532483,1580531452,fa7518562603d5c4a7ad69e2e5726f5f,214ab2fefcf6727b55cc55874d4f746a
10012191,0,2100074551150642766,正常天气,121.538302,39.188448,121.567474,39.189071,1580529157,1580529160,1580529170,1580532997,1580530360,ed7de0de5ad6b39f0f102b77b5b05ad1,fd5cd7448dd75dcde9b0a1e355febc6c
10012191,1,2100074560797836983,正常天气,121.53638,39.198548,121.541874,39.183491,1580537534,1580537537,1580537569,1580539994,1580538497,030df03d222d3040d00dd576d15d9847,c275f3962acdb518bdc21370ec3db212
10012191,1,2100074560569706185,正常天气,121.533824,39.206188,121.544234,39.202091,1580537678,1580537679,1580537689,1580540018,1580538579,a6b4e84b85a0f916af1878a663adcc44,98977d4d52e6ae02073ecef8200aafbe
10012191,2,2100074568829765578,正常天气,121.52715,39.201379,121.539274,39.217181,1580547480,1580547481,1580547529,1580550420,1580548741,afab3e9707435d6b0888b566d7ad3ff8,2e2ef01e69c856b82affc8fb1335ff70
10012191,2,2100074570636002804,正常天气,121.529656,39.204542,121.537664,39.211441,1580547912,1580547913,1580547949,1580549892,1580548993,5e5b3a2059db7ae7670f30166cf58c9e,c92b63db0e976ed9eeeef3e7608e59db
10012191,3,2100074570880615838,正常天气,121.537486,39.203102,121.552694,39.204741,1580549933,1580549934,1580549989,1580552033,1580550534,a6b4e84b85a0f916af1878a663adcc44,35d229edbb49a465c269fb236dc373d6
10012191,3,2100074573902742939,正常天气,121.549792,39.204616,121.549904,39.187921,1580550126,1580550429,1580550469,1580553066,1580551386,a85519c47f4e14b0ac770dce486ea82c,9a8a95ec00f264f122617cf4cfc0d53e
10012191,3,2100074574194509211,正常天气,121.549792,39.204616,121.543044,39.177641,1580550274,1580550579,1580550589,1580554234,1580551714,dc855395f763eb70aea6a33b87a1e268,9a8a95ec00f264f122617cf4cfc0d53e
10012191,4,2100074575266317336,正常天气,121.546244,39.201121,121.532284,39.192661,1580551707,1580551708,1580551730,1580554407,1580552428,e611607c5c8ad6d2c368affa1be32941,fa39e3bb4def8b7ee13ce4dd27180fa5
10012191,4,2100074577204381262,正常天气,121.538302,39.188448,121.538894,39.213681,1580553741,1580553744,1580553769,1580557101,1580555184,57d862fddad404d8157ed8bb21ae59e6,fd5cd7448dd75dcde9b0a1e355febc6c
10012191,5,2100074581813331160,正常天气,121.521408,39.198805,121.529154,39.201431,1580560227,1580560228,1580560249,1580562147,1580561308,3cc108fa814eef03ab3545bfc4cab172,a37ce21127862fcec5b411d0c5321ed1
10012191,5,2100074581610759586,正常天气,121.524069,39.201243,121.522544,39.204521,1580560967,1580560969,1580561029,1580563607,1580562769,1ea1035ebf63f0a14bf20bf391dbf623,d107f9da1c66ed0ee9bcc2ce6d1c0694
10012191,5,2100074581283047353,正常天气,121.533847,39.205862,121.545674,39.213981,1580562202,1580562217,1580562228,1580564062,1580562937,c00e33c0e638ef60dbd0e4e46c53ce4a,4f51a6a4846bdc4bcb4c3c25d6f998aa
100122337,0,2100074575931835791,正常天气,121.593345,39.204453,121.568894,39.210311,1580552508,1580552511,1580552525,1580555568,1580553531,9c00300f5c8776542c9370708d354dc2,08d351b91b1079d7bbe20fcfd2cfb781
100122337,0,2100074573490161447,正常天气,121.583434,39.209721,121.571224,39.211051,1580552595,1580552596,1580552645,1580555115,1580553616,8c262f2a1c73ada30f6221bf03dee886,aab87237821c3a9cd511e1ff571bf193
10012508,0,2100074547440583929,正常天气,121.549375,39.291975,121.550064,39.281001,1580525191,1580525191,1580525224,1580527771,1580526271,ad4cc1fb9b068faecfb70914acc63395,238772ec58585ce4291369e897adafca
10012508,0,2100074547740312825,正常天气,121.549375,39.291975,121.552574,39.283291,1580525314,1580525314,1580525344,1580527834,1580526394,ad4cc1fb9b068faecfb70914acc63395,238772ec58585ce4291369e897adafca
10012508,0,2100074552000021707,正常天气,121.548452,39.290979,121.535374,39.294661,1580527854,1580528455,1580528464,1580531034,1580529654,bda27fb38522cf5acf22a470f846fb97,beeb42855178a802b7831a9a5af0733a
10012508,1,2100074571350279371,正常天气,121.548452,39.290979,121.537434,39.287551,1580548021,1580548622,1580548624,1580551561,1580550001,9b8696235e0291040233a8f132d1416e,beeb42855178a802b7831a9a5af0733a
10012508,1,2100074572153259211,正常天气,121.548452,39.290979,121.537054,39.287521,1580549724,1580550325,1580550364,1580552784,1580551524,9b8696235e0291040233a8f132d1416e,beeb42855178a802b7831a9a5af0733a
100134611,0,2100074545806215159,正常天气,121.362149,39.291649,121.366974,39.284061,1580522847,1580522847,1580522893,1580524827,1580523927,ec6b23bdaad64cb0fd9dbed99763ce51,3657bc0c499d3328bf0253bd46d1b29f
100134611,0,2100074546335746039,正常天气,121.362149,39.291649,121.358904,39.280751,1580522929,1580522930,1580522953,1580525209,1580524010,4a5cf89256dc6bf7887fbbb20e8d6dea,3657bc0c499d3328bf0253bd46d1b29f
100134611,1,2100074554531121143,正常天气,121.362149,39.291649,121.355164,39.300451,1580530307,1580530307,1580530333,1580532407,1580530907,3cd656c098e6f1a1ff517a5cf70d24e9,3657bc0c499d3328bf0253bd46d1b29f
100134611,1,2100074552208001015,正常天气,121.362149,39.291649,121.352324,39.300811,1580530349,1580530350,1580530393,1580532389,1580531070,f13a5caaded7d0951bd4d0848a668eb3,3657bc0c499d3328bf0253bd46d1b29f
100134611,1,2100074553966528503,正常天气,121.362149,39.291649,121.361054,39.292741,1580530572,1580530572,1580530633,1580532432,1580531172,47522f7965d171a317b4838879f148db,3657bc0c499d3328bf0253bd46d1b29f
100134611,1,2100074556180989539,正常天气,121.356383,39.290137,121.349054,39.301891,1580531427,1580531976,1580532013,1580534007,1580532687,9c7ac211d14ea4849541a4098dccf251,d620b8a499607de1d03da0716970f1be
100134611,1,2100074554143672311,正常天气,121.362149,39.291649,121.348214,39.304341,1580531847,1580531847,1580531893,1580534007,1580532927,6509cbf63fac3a0f6a0aa5bd221c7ec8,3657bc0c499d3328bf0253bd46d1b29f
100134611,2,2100074563990586889,正常天气,121.374898,39.303465,121.348084,39.305701,1580543186,1580543189,1580543233,1580545466,1580543909,d01efc08436be720103d9fb5289772e7,abcb290b5b6e83ccf5384ceced8f77e6
100134611,2,2100074565239146487,正常天气,121.362149,39.291649,121.369704,39.284621,1580543715,1580543716,1580543773,1580545515,1580544436,5772ab3fcd9069a45e3fd5c96cf95a3b,3657bc0c499d3328bf0253bd46d1b29f
100134611,2,2100074566182471671,正常天气,121.362149,39.291649,121.370114,39.271531,1580544637,1580544637,1580544793,1580547157,1580545537,0bd426bf3afd08fd20762959742a9fb3,3657bc0c499d3328bf0253bd46d1b29f
100134611,3,2100074569888302601,正常天气,121.374898,39.303465,121.357834,39.293721,1580549612,1580549618,1580549653,1580551772,1580550338,c8e3a9d2bd4ba7500f058258a301bd51,abcb290b5b6e83ccf5384ceced8f77e6
100134611,3,2100074572714870775,正常天气,121.362149,39.291649,121.348084,39.301041,1580549871,1580549872,1580549893,1580552151,1580550952,9c7ac211d14ea4849541a4098dccf251,3657bc0c499d3328bf0253bd46d1b29f
100134611,3,2100074572095981559,正常天气,121.362149,39.291649,121.354074,39.300711,1580550024,1580550025,1580550073,1580551944,1580551105,3cd656c098e6f1a1ff517a5cf70d24e9,3657bc0c499d3328bf0253bd46d1b29f
