courier_id,level,speed,max_load
102503626,3,4.361932769208534,11
10489414,3,4.764418269019203,8
10770943,3,4.646636588596704,10
103679442,2,4.476955211898165,9
116119961,3,4.579414426500386,9
117024145,3,4.348446565032105,9
117069697,3,4.425643899894545,8
10645907,3,4.443753239700407,9
117160881,3,4.557631613068365,9
118180113,1,4.692154721705899,5
118801985,2,5.677184744993272,7
10007871,3,4.751831944860928,11
121778417,2,4.746062942957961,9
117028241,3,4.567541376650335,10
118206785,3,4.431734450038851,11
118699633,3,4.604632404686319,8
118798201,2,4.370525133794329,11
10043299,1,4.643859619957257,10
10232315,3,4.736176032509602,13
10626566,3,5.427288036276391,9
117042865,3,4.654276978992487,7
100240426,2,4.4945570665945205,9
101437378,3,4.775053712573471,7
101992442,1,4.149145764042373,8
112607178,2,4.603552379665857,7
10330725,3,4.416991435788523,9
113172298,2,4.742560424893414,10
115450025,3,4.770004619609038,13
121629529,2,5.29886401541035,7
10282135,3,4.373872386893213,12
103006362,3,4.786152099709799,11
106881682,2,4.365163829525011,7
113186569,3,4.740007301247645,9
117031713,0,4.6179399745796585,11
118804441,3,4.746563472760083,11
10696554,2,4.622461778856733,8
110842146,2,4.781904216480364,9
115365817,3,4.419056084300299,9
117052073,3,4.643877193968193,11
118918993,3,4.742628716103203,10
119666745,2,4.659453168822159,6
10100267,2,4.5628156419198245,10
10120267,3,4.5719914180226215,11
10696059,2,4.418757957489335,8
10757702,2,4.521741392576484,10
124274137,3,4.599125878612656,9
10155815,2,4.5972700460843665,13
10470630,3,4.46124872490641,8
122154985,3,4.580599711844555,9
122775745,2,4.46918417557609,9
10038649,3,4.7928349840727815,10
10507382,0,4.358415858978086,11
116377137,3,4.728130706763412,9
10760325,2,4.553112153722672,8
114286177,3,4.773261273403351,8
120561993,3,4.450349816508213,10
121788009,3,4.576560198023018,9
100166169,3,4.763375348131078,10
10304094,2,4.46108794105644,6
118924545,3,4.370838150609473,11
120550817,3,4.66524009212701,12
101180274,3,4.765053295377625,15
10678111,3,4.522236181502483,10
115861121,3,4.719227884647726,10
120882097,3,4.661124154662047,9
10067592,3,4.698917630189622,8
10194640,3,4.4207467278548265,11
10368535,3,4.755371727847163,10
10536439,3,4.134817586223895,9
10783757,2,4.7823686505237895,7
118310905,3,4.668800768725184,12
124973465,3,4.718872002199683,11
10272326,3,4.637434851704878,10
10648079,3,4.587857978269006,10
110624410,2,4.638406257668065,10
111751082,3,4.491604120824406,11
121163233,3,4.450840044586739,9
100134611,3,4.499776420946736,9
10258665,3,4.664177956974234,10
113493697,3,4.53946467291,9
10659886,3,4.6470672221255604,7
119899809,3,4.51038937415001,10
120119785,3,4.541395823525117,10
123931449,3,4.557392354436327,10
100076651,3,4.36720950172064,9
118795745,3,4.4230075856166655,8
123384985,3,4.471071135078047,12
124928145,3,4.681501762270186,11
102437106,3,4.419375855190027,11
10329228,2,4.374906948988279,10
118787313,3,4.689112376386177,14
119749761,3,4.522033223526024,12
113980657,2,4.579823233292635,8
118916201,2,4.629660634145075,8
102505842,3,4.642307558492684,11
105626402,3,4.570038838310724,8
110943594,2,4.702370743045391,7
111227890,3,4.798142663204378,9
117026449,3,4.618377404718254,8
10664338,2,4.502208132792561,9
118805233,3,4.4891736889616665,8
10476665,3,4.425347588514344,9
117065769,2,4.342652103446875,5
10012191,3,4.715760649378624,10
106834122,3,4.517354765076937,8
119271329,3,4.400318900768164,8
121005753,3,4.628022018898022,10
10784899,3,4.669349975979269,9
112905002,3,4.766879745500694,11
115867977,3,4.492081580261313,9
117009049,3,4.387390500857107,12
118666249,3,4.45352148947267,9
115073537,3,4.595817991525714,11
117055625,3,4.47810183515509,9
118894089,3,4.638127570244911,10
125102361,3,4.542006182381702,10
125119169,3,4.480747541286199,9
118009457,3,4.467390645537308,9
122904977,2,4.421439235690958,10
124546193,2,4.487323128594051,9
117010761,2,4.739368548014743,7
101915922,3,4.736525626709972,8
10719665,3,4.701071665612177,8
113793937,3,4.609909362918797,11
117115569,2,4.636320758440466,5
118787761,3,4.719554538335708,9
10012508,3,4.414883618780607,9
10094682,3,4.522362835572554,10
106364250,3,4.666623068910533,10
117056185,3,4.508652117533225,8
118593769,3,4.764536460004903,10
125552498,3,4.423862157107984,9
100002543,3,4.592640082806133,10
101266154,2,4.652231105243989,9
10583026,2,4.644508411812468,3
125102201,1,4.762818297203854,7
105974626,3,4.546648083657144,9
116502929,3,4.399535503491173,9
118890377,2,4.570613195043197,4
100170616,2,4.685303673346215,10
118923665,2,4.371747844545924,9
10212716,1,4.727204532959742,6
118787185,1,5.262982723869836,5
10306647,2,4.379887979692994,9
117022737,3,4.49152243049864,12
117108873,3,4.4160475459822965,8
122220689,3,4.412524821816481,12
10148788,1,4.3700411328026245,8
10773952,2,4.496373282395716,8
117208745,3,4.479422872787429,8
10416004,2,5.349423134979204,10
113736177,2,4.691748239861539,10
118333873,3,4.639867614208036,10
10275639,3,4.486825406805463,9
10294613,3,4.5866458799184135,11
103441042,0,4.699221639313833,4
118800217,2,4.561636627843328,9
10165771,1,4.611058804847379,9
10609169,3,4.412864789519995,11
10765017,3,4.628094660385506,8
10803667,2,4.629973863896271,9
116191217,3,4.574466759229484,9
117069353,3,4.481415420627538,9
123321857,3,4.635587949121528,10
102578514,3,4.422976726742572,10
107874090,3,4.785814892287279,9
114323969,3,4.7944683144450355,10
114797801,1,4.422595102998406,9
10377583,3,4.657031124238492,11
119058345,1,4.512725021916484,8
124686817,2,4.7525733590135815,9
103155394,2,4.777246195431867,9
10636336,3,4.518801042747605,11
10063192,3,4.556861190208822,10
101958914,3,4.573753693380456,10
10767994,2,4.768222393155452,8
112597122,2,4.394522153973877,10
107647570,3,4.54000594200266,11
113601193,3,4.493321897947336,6
118808889,3,4.554249159269381,11
10416024,3,4.665169910295289,10
10566682,3,4.589339380960358,10
113067034,3,4.7051187761924576,11
117012793,3,4.763240290686377,10
117042817,3,4.569681857215451,8
10239433,3,4.351029192349001,10
10386183,3,4.724087932971982,13
10619850,2,4.764804931315418,7
117464353,3,4.6460301620604625,9
118794633,2,4.761940207042676,7
120991385,2,4.719335703905727,9
110944498,3,4.394263927441492,9
123511401,3,4.487709429806726,9
10194017,3,4.353379906050634,10
10295716,3,4.633123569127169,10
112905946,1,4.5900852244354695,9
121974361,3,4.539250858694308,10
10392454,3,4.41404240008075,9
10779201,1,4.571827346560848,10
118924601,2,5.238467043967733,10
122157481,0,4.564495560990469,9
118916297,3,4.685788473569081,9
122011449,3,4.438825307473856,10
124079177,1,4.693082053813375,4
113419889,2,4.178683070965999,8
10248665,3,4.681530915980898,10
10772321,2,5.587091187294854,8
113507641,2,4.533732226385878,7
118792033,3,4.775350875059527,9
125157297,3,4.693326976473006,8
103738138,1,4.593092850447212,7
10459881,3,5.381949998752207,9
10604965,3,4.729176979104557,9
103133802,1,4.659062285554496,3
118808241,3,4.754507680781729,10
109511434,3,4.650701115442595,11
118691289,3,4.725413928751705,10
110622026,2,4.732283236460494,9
117049569,3,4.403871306943379,9
125779698,3,4.588377536290322,12
10135747,1,4.671686547564175,7
10393533,3,4.483625603389521,11
110512450,3,4.707674343301923,10
118787177,2,4.527736095254277,9
118809849,3,4.375868942824558,9
120644769,2,4.417508835359332,8
121168273,3,4.601067870659706,9
10687789,3,4.535441111826784,9
110812290,0,4.6100142065768335,12
103135370,3,5.415076646601235,9
10338045,3,4.55889216181805,5
112804090,2,4.3702106165740915,10
117672177,2,4.798923392502579,11
101147106,2,4.347915503897803,9
10781084,3,4.596890668848551,11
117067361,3,4.567694793372005,9
117108625,2,4.780891561608787,10
102895674,3,4.489897372324798,12
113600721,3,4.59406153302231,11
10138087,3,4.39928451686903,12
115749225,3,4.499051020810194,8
106359898,3,4.572271091763198,11
117010921,3,4.3735891496413135,9
100084429,3,4.588766506661703,11
111074514,1,5.571468733572731,9
10739435,2,4.493046891028309,8
10751154,3,4.67827904821966,8
120171578,3,4.653265261846803,5
112008954,2,4.6433129768566825,7
103040946,2,4.732461684450258,6
117008849,3,4.386779008567394,8
118715465,3,4.528042611415366,8
119749201,3,4.738062327299818,9
102358466,3,4.551108580027264,9
114244561,2,4.557926685933074,7
116050601,2,4.390512640505994,4
123948441,2,4.591288266482077,8
10366255,3,4.777733400097062,8
10696204,2,4.536963179408652,10
114464161,3,4.594566593865683,12
115753441,3,4.693794085484869,9
116505025,3,4.471813747697162,10
106581010,3,4.541556062801654,10
117074225,2,4.597348718947081,7
118789929,3,4.385500385838358,7
100177162,1,4.576882271904583,4
10392466,3,4.586369070912654,10
10614152,2,4.454420685840405,10
116642425,3,4.346985391208605,13
118665761,3,4.430122540660463,8
122220553,3,4.642892258527265,10
10813091,1,4.6623950159137095,8
111254906,2,4.37759431654825,10
114595425,2,4.583176354623121,6
116933745,2,4.637221418088311,8
103328290,3,4.587383333244686,11
10487413,2,4.366439707200448,8
118200593,1,4.786585893503208,8
118644385,3,4.520407878999248,10
10305435,1,4.520672133670469,9
10477197,3,4.692753608313619,9
10712195,3,5.550012320157527,9
118774137,3,4.605788545474251,8
125387458,2,4.782240446039519,10
10492242,2,4.521760754810469,10
10648133,3,4.606711847334702,10
113666801,3,4.7768182605839105,12
118347857,3,4.6946087497558135,10
10127695,3,4.727124491895453,7
102401578,3,4.654674402949304,12
10347189,2,4.464943708914554,9
10627115,3,4.707479355224452,8
117067033,3,4.481430324452089,9
102386650,2,4.573448603973291,10
10303432,2,4.70614947306563,9
10642055,2,4.4200584358290325,10
106582138,2,4.5516811560956105,6
118802473,3,4.514677131902475,9
118816345,3,4.544091712692836,12
125964650,3,4.43591963698861,13
118805001,2,5.444769069812347,7
10053442,2,4.534092262235127,9
10415210,3,4.605798445803169,9
114783777,3,4.6238187659110634,8
122367425,3,4.745424720837928,12
10601332,2,4.570579383838871,9
10787521,2,4.557818141452177,9
10250573,3,4.734376738640922,9
10392452,3,4.4346439240414055,10
118808025,3,4.645164787982929,10
118811593,3,4.640531432426399,9
118813289,1,4.674791935191341,6
101419538,3,4.432679606308998,11
10650683,3,4.585708079085527,10
119069129,3,4.628834215371673,10
10210023,1,4.421934905520402,6
10776078,2,4.6416207360590045,7
118790761,3,4.573034976918477,10
118819641,3,4.624723787524035,9
124267545,3,4.714568132127335,6
10183602,3,6.313515002851929,11
118797201,3,4.5770472176880475,9
10724729,3,4.774978748383759,7
118448145,2,4.7373181198632235,8
119071601,2,4.709288171132959,10
10670465,2,4.722769733687467,9
10816376,0,4.576553695488265,13
118448081,2,4.45802963020398,8
10544976,1,4.381864940282321,5
10608129,3,4.645943153967514,5
117073817,2,4.645010368241108,8
118917177,2,4.430045272908095,9
10037225,1,4.39001948033699,7
10341727,3,4.66569964460153,8
10664583,3,4.389459214314179,10
10668497,3,4.7542588450445455,9
110997610,3,4.354814897095684,9
117058929,0,4.464788470624421,6
118795769,2,5.3626912221684995,7
120858513,3,4.45861537331631,9
121123553,3,4.751405789942294,9
103410906,0,4.714527818315394,5
115752577,3,4.550490805851799,8
117113497,3,4.477050973097908,9
118891361,2,4.758866928858536,7
118916617,3,4.724819307075355,11
120728913,3,4.7724574995010505,9
10278503,0,4.414949589533109,7
104673194,2,4.687214079743035,8
118970329,3,4.7801322118248155,9
109767250,2,4.594638339146293,8
114779105,2,4.399208816891087,9
10671039,3,4.428664991001279,10
10763831,2,5.620717120389756,7
110373306,3,4.465997064946526,9
10381846,3,4.356685675221104,9
117054081,3,4.704789544056471,10
118771169,1,4.685039630253435,7
119439657,3,4.6357774025010645,10
101166018,3,4.739608639673326,10
10321101,3,4.6187137409529395,11
10449032,2,5.629214177937922,9
100681730,2,4.489853387261612,8
103645298,3,4.371048706088322,9
118766401,2,4.496716663762071,8
113396953,3,4.62935690129647,9
115753185,3,4.796147613955266,9
122161113,3,4.4498855316022246,8
10545647,2,4.666545856161683,10
118819825,2,4.654408268086076,9
124753497,1,4.537714351685053,3
10275436,3,5.694675966784379,11
10642259,3,4.769087822884378,9
111124922,3,4.6906677243371115,11
116034321,3,4.547878978627299,9
117108641,3,4.7953931871969715,11
10359074,3,4.756203099858155,11
10643621,2,4.682283659622769,8
10756147,3,4.5902641286246855,9
114634969,3,4.73176991118331,10
117066833,3,4.614279145439137,8
117150249,2,4.726293669252685,8
118760809,3,4.344231311161043,9
103190418,3,4.7568751230254955,9
111358546,3,4.672897789642477,11
10319692,3,4.381339427642587,8
111269722,3,4.679220110525092,12
118661681,3,5.247041431345333,10
118820073,2,4.603680645715689,8
120508210,1,4.5411804480151945,4
10815609,3,4.650230743929709,9
124018041,2,4.724063188052289,7
105226074,3,4.437335358513387,11
105514250,3,4.60244536552908,9
119961113,2,4.444462366703007,9
122153417,2,4.551435211572067,4
